"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"3303";"1240302944081203201_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.20207407407407404, 0.16570370370370371, 0.1825925925925926]"
"3304";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.097, 0.058, 0.08959999999999999]"
"3305";"1233161948629524480_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.13326666666666667, 0.10873333333333335, 0.1378]"
"3306";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.035949999999999996, 0.0245, 0.0382]"
"3307";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.05997297297297297, 0.07864864864864864, 0.08456756756756757]"
"3308";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14206060606060605, 0.11751515151515152, 0.1327878787878788]"
"3309";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0.13649999999999998, 0.08452499999999999, 0.132775]"
"3310";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.12068571428571429, 0.07537142857142858, 0.09897142857142856]"
"3311";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.2157441860465116, 0.19632558139534884, 0.1833953488372093]"
"3312";"1050876858579992577_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.16773684210526318, 0.1256842105263158, 0.15894736842105264]"
"3313";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.151, 0.091175, 0.12655]"
"3314";"1232483228037967872_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1279047619047619, 0.059238095238095236, 0.09738095238095237]"
"3315";"1078227033560297472_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.2079230769230769, 0.15184615384615383, 0.1818076923076923]"
"3316";"1234953816249905154_train";"FAVOR";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.14910526315789474, 0.12347368421052632, 0.12857894736842104]"
"3317";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0.10653846153846154, 0.06157692307692308, 0.06815384615384615]"
"3318";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"que";"[0.15875675675675674, 0.1482162162162162, 0.17410810810810812]"
"3319";"1235570488841318400_train";"AGAINST";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.1430487804878049, 0.09202439024390244, 0.11282926829268293]"
"3320";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09175, 0.06291666666666666, 0.06829166666666668]"
"3321";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1914375, 0.098875, 0.154]"
"3322";"1261478670822109184_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0, 0, 0]"
"3323";"1144450499048947714_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"toxic";"sug";"[0.12379310344827586, 0.08313793103448276, 0.08210344827586208]"
"3324";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.19308333333333336, 0.18179166666666668, 0.14912499999999998]"
"3325";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12618421052631582, 0.08781578947368422, 0.1056578947368421]"
"3326";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.062439999999999996, 0.0636, 0.055999999999999994]"
"3327";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.0808695652173913, 0.07269565217391305, 0.08478260869565217]"
"3328";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.17770000000000002, 0.11257500000000001, 0.163975]"
"3329";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.14221739130434782, 0.10365217391304347, 0.11708695652173913]"
"3330";"1238947938308698113_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]";"toxic";"sta";"[0.04894594594594595, 0.0782162162162162, 0.06554054054054054]"
"3331";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.19486046511627905, 0.12202325581395349, 0.16139534883720932]"
"3332";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.12052631578947369, 0.12826315789473683, 0.11794736842105263]"
"3333";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2576666666666666, 0.199969696969697, 0.28327272727272723]"
"3334";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.017499999999999998, 0.02557142857142857, 0.0225]"
"3335";"1232049441647054853_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.051181818181818176, 0.07245454545454545, 0.03631818181818181]"
"3336";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.14052173913043478, 0.10943478260869567, 0.1422608695652174]"
"3337";"1236517608129773573_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12423333333333335, 0.12876666666666667, 0.13723333333333335]"
"3338";"1236733722805907456_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.06565217391304348, 0.04943478260869565, 0.058130434782608695]"
"3339";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.09004545454545454, 0.10786363636363637, 0.08738636363636364]"
"3340";"1103764776675667974_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.06396874999999999, 0.103875, 0.09303125000000001]"
"3341";"1097961135813349377_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13853846153846155, 0.12653846153846152, 0.13023076923076923]"
"3342";"1220731593125351424_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"que";"[0.1774375, 0.11921875, 0.18]"
"3343";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.20394285714285718, 0.16534285714285715, 0.1772]"
"3344";"1232139214168391680_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10471428571428572, 0.06717857142857143, 0.08996428571428572]"
"3345";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"exp";"[0.22399999999999998, 0.1501219512195122, 0.19019512195121951]"
"3346";"1184304791670923265_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10981818181818181, 0.08154545454545455, 0.10245454545454545]"
"3347";"1233495925856915456_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0, 0, 0]"
"3348";"1232552109524033536_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09091304347826087, 0.08113043478260869, 0.08804347826086958]"
"3349";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.15995238095238098, 0.15609523809523806, 0.15204761904761904]"
"3350";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1273125, 0.13574999999999998, 0.14040624999999998]"
"3351";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.15333333333333332, 0.13411111111111113, 0.13822222222222222]"
"3352";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19970588235294115, 0.17052941176470587, 0.16447058823529412]"
"3353";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.06168571428571428, 0.051114285714285716, 0.059685714285714286]"
"3354";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16524999999999998, 0.11084374999999999, 0.152]"
"3355";"1122048326625562624_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.16675555555555557, 0.10677777777777779, 0.1361777777777778]"
"3356";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.12957575757575757, 0.09415151515151515, 0.10996969696969697]"
"3357";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.226125, 0.15465, 0.1908]"
"3358";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13842857142857143, 0.10630952380952383, 0.1264047619047619]"
"3359";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1143913043478261, 0.08560869565217391, 0.09734782608695651]"
"3360";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.29924242424242425, 0.18706060606060607, 0.2827575757575758]"
"3361";"958805570810712064_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.08869565217391305, 0.1358695652173913, 0.1352608695652174]"
"3362";"1179914337437310977_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.19742857142857145, 0.17495238095238097, 0.20585714285714288]"
"3363";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11536842105263156, 0.1066578947368421, 0.1155263157894737]"
"3364";"1190971754849722368_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.1276111111111111, 0.09677777777777778, 0.10272222222222221]"
"3365";"1172374747566362626_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"que";"[0.134, 0.09027777777777778, 0.11105555555555555]"
"3366";"1221936344299118597_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.133625, 0.12629166666666666, 0.12041666666666667]"
"3367";"1232548462417338370_train";"FAVOR";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"que";"[0.20957142857142858, 0.11942857142857143, 0.1685]"
"3368";"1098094335894028289_train";"AGAINST";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.02526315789473684, 0.014473684210526317, 0.022105263157894735]"
"3369";"1238964240368701443_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.26134999999999997, 0.1452, 0.19845000000000002]"
"3370";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"que";"[0.040820512820512814, 0.1156923076923077, 0.08787179487179488]"
"3371";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11441379310344828, 0.11341379310344828, 0.1250344827586207]"
"3372";"1097971061306638337_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.247275, 0.20919999999999997, 0.21552500000000002]"
"3373";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.0840344827586207, 0.09210344827586206, 0.08262068965517241]"
"3374";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.019470588235294118, 0.053882352941176465, 0.03588235294117647]"
"3375";"1239445527000780803_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.05414634146341464, 0.029658536585365852, 0.04275609756097561]"
"3376";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1821315789473684, 0.11544736842105265, 0.13771052631578948]"
"3377";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.13033333333333333, 0.09980555555555554, 0.12030555555555554]"
"3378";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"oth";"[0.1442, 0.15909999999999996, 0.1427]"
"3379";"1237797471381852170_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14316666666666666, 0.09754166666666665, 0.13983333333333334]"
"3380";"967417059423465475_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13233333333333333, 0.10094444444444445, 0.1335]"
"3381";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sug";"[0.2101666666666667, 0.18319444444444447, 0.2022777777777778]"
"3382";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.103275, 0.11192500000000001, 0.11195]"
"3383";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.18052941176470588, 0.08805882352941176, 0.1411764705882353]"
"3384";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.09329411764705883, 0.13958823529411762, 0.10723529411764705]"
"3385";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.17152631578947367, 0.11247368421052632, 0.1673157894736842]"
"3386";"1230298150558105600_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.3098461538461539, 0.15976923076923077, 0.24861538461538463]"
"3387";"1251928027644276742_train";"AGAINST";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1759642857142857, 0.17103571428571432, 0.14389285714285713]"
"3388";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.0985, 0.07375, 0.08299999999999999]"
"3389";"1229148727929196545_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.09433333333333332, 0.07988888888888888, 0.10261111111111111]"
"3390";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.16903571428571426, 0.10082142857142858, 0.12935714285714286]"
"3391";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.1936190476190476, 0.13861904761904761, 0.1469285714285714]"
"3392";"1228563760236789760_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.07085714285714285, 0.0635, 0.07721428571428571]"
"3393";"1195674679211679745_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.03066666666666667, 0.027777777777777776, 0.03077777777777778]"
"3394";"1167883277937475595_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0694186046511628, 0.0418139534883721, 0.06634883720930232]"
"3395";"1256434707752837122_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.06466666666666666, 0.04066666666666667, 0.0608]"
"3396";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.10296666666666666, 0.09863333333333332, 0.08973333333333335]"
"3397";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"toxic";"exp";"[0.106675, 0.10295000000000001, 0.10219999999999999]"
"3398";"1239349858017910786_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.22119047619047616, 0.13495238095238093, 0.15333333333333332]"
"3399";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.059739130434782614, 0.04676086956521739, 0.056999999999999995]"
"3400";"1239359680230522881_train";"AGAINST";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1376666666666667, 0.13393333333333335, 0.14316666666666666]"
"3401";"1228367615745282048_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.07665, 0.0491, 0.060250000000000005]"
"3402";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"toxic";"exp";"[0.16085714285714287, 0.16514285714285717, 0.1697857142857143]"
"3403";"1210637665588195328_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.18738461538461537, 0.16692307692307692, 0.20661538461538462]"
"3404";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"oth";"[0.06717948717948719, 0.0498974358974359, 0.06620512820512821]"
"3405";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.10384782608695654, 0.08402173913043479, 0.10963043478260871]"
"3406";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.16679166666666667, 0.12025000000000001, 0.15341666666666667]"
"3407";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.09417391304347827, 0.08880434782608695, 0.08617391304347825]"
"3408";"1167942952112381955_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.1295217391304348, 0.10030434782608695, 0.13517391304347826]"
"3409";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.040461538461538465, 0.020730769230769233, 0.023538461538461543]"
"3410";"981530085621731328_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.05673076923076924, 0.05342307692307692, 0.05834615384615384]"
"3411";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.042804878048780484, 0.020097560975609757, 0.019]"
"3412";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"que";"[0.09002777777777778, 0.0708611111111111, 0.07197222222222223]"
"3413";"1212159719965483009_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16765, 0.08419999999999998, 0.13865]"
"3414";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.1305, 0.13454545454545455, 0.13418181818181818]"
"3415";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1666216216216216, 0.13799999999999998, 0.13545945945945945]"
"3416";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09133333333333334, 0.08048148148148149, 0.0971851851851852]"
"3417";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.2116818181818182, 0.13999999999999999, 0.22040909090909092]"
"3418";"1231903090200186880_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.0841875, 0.13990625, 0.11821874999999998]"
"3419";"1100350055909810177_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.10509090909090911, 0.06047727272727273, 0.08225000000000002]"
"3420";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.17904255319148935, 0.1432127659574468, 0.15419148936170213]"
"3421";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15903846153846152, 0.09288461538461538, 0.12280769230769231]"
"3422";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.14172727272727273, 0.08000000000000002, 0.08404545454545453]"
"3423";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.162531914893617, 0.0953191489361702, 0.1279148936170213]"
"3424";"1066974528310394880_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.196125, 0.167125, 0.188625]"
"3425";"1227750793870180355_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1948125, 0.1175, 0.172875]"
"3426";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.1794814814814815, 0.09859259259259259, 0.16566666666666666]"
"3427";"967062215126745088_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13864864864864868, 0.12175675675675675, 0.12156756756756758]"
"3428";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12332352941176469, 0.12102941176470589, 0.15452941176470586]"
"3429";"1125623874194948107_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.0937, 0.0869, 0.0725]"
"3430";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09153333333333334, 0.08743333333333332, 0.08996666666666667]"
"3431";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.12426086956521741, 0.10321739130434783, 0.09908695652173913]"
"3432";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09063636363636364, 0.08750000000000001, 0.08563636363636364]"
"3433";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.18510256410256412, 0.1757948717948718, 0.20233333333333328]"
"3434";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.25275675675675674, 0.1536756756756757, 0.22256756756756754]"
"3435";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.04203125, 0.04671875, 0.04340625]"
"3436";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.139375, 0.11625, 0.12493750000000002]"
"3437";"1012149007152570373_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.18946153846153846, 0.16276923076923078, 0.21807692307692308]"
