"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"4509";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.06435294117647058, 0.032764705882352946, 0.04305882352941176]"
"4510";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12562500000000001, 0.12875, 0.13909375]"
"4511";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.21599999999999997, 0.15405, 0.18115]"
"4512";"N/A_train";"AGAINST";"Donald Trump";"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.007666666666666667, 0.045533333333333335, 0.020133333333333333]"
"4513";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.127, 0.067, 0.10437037037037038]"
"4514";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13635000000000003, 0.06927499999999998, 0.12390000000000001]"
"4515";"1205095995949928448_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.0888, 0.08406666666666668, 0.08373333333333334]"
"4516";"1228160252324876288_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.12730303030303028, 0.10372727272727272, 0.13084848484848485]"
"4517";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.13896, 0.14248000000000002, 0.13876000000000002]"
"4518";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13394285714285714, 0.1392857142857143, 0.15014285714285713]"
"4519";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"oth";"[0.12140000000000001, 0.0908, 0.09733333333333334]"
"4520";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14637837837837836, 0.12754054054054054, 0.15202702702702706]"
"4521";"953010489277210625_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0, 0, 0]"
"4522";"1240780559376400385_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.05023076923076923, 0.025384615384615387, 0.03907692307692308]"
"4523";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.19815217391304343, 0.13495652173913045, 0.16841304347826092]"
"4524";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09043243243243243, 0.1177027027027027, 0.13672972972972974]"
"4525";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1677037037037037, 0.12777777777777777, 0.18366666666666664]"
"4526";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.18028260869565216, 0.12156521739130438, 0.15973913043478258]"
"4527";"1238768508567031808_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08613636363636364, 0.05186363636363636, 0.06709090909090909]"
"4528";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0, 0, 0]"
"4529";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.18576315789473682, 0.15073684210526314, 0.18476315789473685]"
"4530";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.14979310344827584, 0.07765517241379309, 0.15306896551724136]"
"4531";"1238295596945018880_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.07383333333333335, 0.08333333333333333, 0.07233333333333333]"
"4532";"977274482703429632_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1919047619047619, 0.15252380952380953, 0.17809523809523808]"
"4533";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"toxic";"exp";"[0.17289999999999997, 0.16426666666666667, 0.14633333333333332]"
"4534";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1906842105263158, 0.12921052631578947, 0.19126315789473683]"
"4535";"1088465224972279808_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.11907894736842103, 0.10255263157894737, 0.11676315789473685]"
"4536";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1779666666666667, 0.16163333333333335, 0.18]"
"4537";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.12047727272727272, 0.09054545454545454, 0.11702272727272729]"
"4538";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.09486666666666667, 0.07959999999999999, 0.07106666666666665]"
"4539";"1274017382063734784_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.081125, 0.065375, 0.0736875]"
"4540";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"toxic";"sta";"[0.056878787878787876, 0.0666060606060606, 0.07263636363636364]"
"4541";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.11921052631578948, 0.09789473684210527, 0.11226315789473684]"
"4542";"1172508782905217030_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"sta";"[0.05206666666666667, 0.024666666666666667, 0.04546666666666667]"
"4543";"1138407156871507969_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14995652173913043, 0.12282608695652175, 0.1431304347826087]"
"4544";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.08623255813953488, 0.08237209302325581, 0.09404651162790696]"
"4545";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.22270588235294117, 0.1504705882352941, 0.20729411764705882]"
"4546";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.12560000000000002, 0.10955999999999999, 0.13468]"
"4547";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.13405714285714287, 0.13957142857142857, 0.14685714285714285]"
"4548";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1406923076923077, 0.11584615384615385, 0.11461538461538462]"
"4549";"1240025689123930119_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.09083333333333334, 0.08122222222222222, 0.0766388888888889]"
"4550";"1013197973709344768_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19567857142857142, 0.12403571428571428, 0.146]"
"4551";"1214970410971934721_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.07833333333333334, 0.08909523809523809, 0.06123809523809524]"
"4552";"1196074853541064704_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.2336666666666667, 0.16466666666666666, 0.19362500000000002]"
"4553";"1273625709630468096_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.176, 0.10754545454545453, 0.1781818181818182]"
"4554";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.14553125, 0.10878125, 0.12096875]"
"4555";"1177708155951878151_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.062384615384615386, 0.036307692307692305, 0.056692307692307695]"
"4556";"1271867336773910529_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.09494871794871795, 0.0747179487179487, 0.06899999999999999]"
"4557";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.0402, 0.020733333333333333, 0.03283333333333334]"
"4558";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0, 0, 0]"
"4559";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.16563414634146342, 0.18141463414634143, 0.19246341463414637]"
"4560";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.16708108108108108, 0.18608108108108107, 0.18445945945945946]"
"4561";"1200097478147743745_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15560000000000002, 0.09759999999999999, 0.1272]"
"4562";"1188100167398051840_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11639285714285712, 0.09453571428571428, 0.1072142857142857]"
"4563";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.18742857142857142, 0.16069047619047622, 0.17569047619047617]"
"4564";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.09694444444444444, 0.09786111111111112, 0.09463888888888888]"
"4565";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.09871428571428571, 0.10117142857142855, 0.09102857142857143]"
"4566";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.07160000000000001, 0.09365714285714286, 0.11642857142857144]"
"4567";"1213166127171461122_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.12607142857142858, 0.1365, 0.1475]"
"4568";"1110289703557844993_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.16059090909090912, 0.17313636363636362, 0.18245454545454545]"
"4569";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.1774666666666667, 0.1612, 0.182]"
"4570";"1001885990905171968_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"non_toxic";"oth";"[0.15074074074074073, 0.13955555555555557, 0.1574814814814815]"
"4571";"1255548966512582657_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.10750000000000001, 0.07805882352941176, 0.10661764705882353]"
"4572";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.17506451612903223, 0.18370967741935484, 0.1772258064516129]"
"4573";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.19676923076923078, 0.1663846153846154, 0.1566923076923077]"
"4574";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]";"toxic";"sug";"[0.10723529411764705, 0.133, 0.13458823529411768]"
"4575";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09302777777777778, 0.05808333333333334, 0.08825]"
"4576";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1347142857142857, 0.101, 0.1330952380952381]"
"4577";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.10847222222222222, 0.09136111111111112, 0.09283333333333334]"
"4578";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11560000000000001, 0.11862857142857143, 0.1424857142857143]"
"4579";"1262893121807028225_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.20923076923076925, 0.11723076923076921, 0.1798974358974359]"
"4580";"986031242100510723_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.0961111111111111, 0.08794444444444444, 0.0795]"
"4581";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.11457575757575758, 0.0792121212121212, 0.10254545454545454]"
"4582";"1224803128622452736_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.12123076923076923, 0.0776923076923077, 0.10361538461538461]"
"4583";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.16766666666666669, 0.1442820512820513, 0.14561538461538462]"
"4584";"1057288410535096320_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.22066666666666665, 0.11049999999999999, 0.17666666666666664]"
"4585";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"non_toxic";"oth";"[0, 0, 0]"
"4586";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.10351851851851851, 0.05025925925925926, 0.06833333333333333]"
"4587";"1224174128523022336_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17046666666666668, 0.12746666666666667, 0.19033333333333333]"
"4588";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.16063636363636363, 0.09387878787878788, 0.16333333333333333]"
"4589";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1153548387096774, 0.11319354838709679, 0.1168064516129032]"
"4590";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.089, 0.08603225806451614, 0.08474193548387098]"
"4591";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.15827027027027027, 0.12581081081081083, 0.14975675675675676]"
"4592";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09480000000000001, 0.052599999999999994, 0.059866666666666665]"
"4593";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.13025, 0.1111875, 0.09425]"
"4594";"1068200172235108352_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.024357142857142855, 0.10207142857142858, 0.09885714285714285]"
"4595";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09362857142857144, 0.07037142857142856, 0.09005714285714285]"
"4596";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.06660526315789472, 0.053763157894736846, 0.07128947368421053]"
"4597";"956988933325361152_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12262499999999998, 0.0851875, 0.1011875]"
"4598";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.19096875000000002, 0.12250000000000001, 0.1554375]"
"4599";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.18181481481481485, 0.12488888888888888, 0.17144444444444445]"
"4600";"1056676758701903878_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.14357142857142854, 0.17742857142857144, 0.179]"
"4601";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.08124324324324324, 0.06835135135135136, 0.06070270270270271]"
"4602";"1002336299720704001_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.2302608695652174, 0.1634782608695652, 0.20165217391304346]"
"4603";"1000186250249334785_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.07994444444444444, 0.0966111111111111, 0.0763888888888889]"
"4604";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.08590909090909091, 0.05040909090909091, 0.0745909090909091]"
"4605";"1091121440370425856_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.11388235294117648, 0.08858823529411765, 0.09423529411764706]"
"4606";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.16419047619047616, 0.12514285714285714, 0.1545952380952381]"
"4607";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.19375862068965521, 0.19472413793103446, 0.2047241379310345]"
"4608";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07432558139534882, 0.05527906976744185, 0.07069767441860467]"
"4609";"1262812255764217857_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08626086956521739, 0.036043478260869566, 0.07586956521739131]"
"4610";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.03938095238095238, 0.08861904761904763, 0.08328571428571428]"
"4611";"987376389375627265_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11775000000000001, 0.1505, 0.15108333333333332]"
"4612";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.1108235294117647, 0.09176470588235294, 0.12670588235294117]"
"4613";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0, 0, 0]"
"4614";"1202603616252710912_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.19432, 0.16052, 0.17532000000000003]"
"4615";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11930952380952384, 0.12640476190476188, 0.12102380952380953]"
"4616";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.18986666666666668, 0.11646666666666668, 0.16126666666666667]"
"4617";"1212105120084844545_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.08230769230769232, 0.07776923076923078, 0.06919230769230769]"
"4618";"1001304183969124352_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.237375, 0.14845833333333333, 0.2248333333333333]"
"4619";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.16433333333333333, 0.12438888888888888, 0.12644444444444444]"
"4620";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15721951219512195, 0.10434146341463416, 0.13439024390243903]"
"4621";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.14565714285714287, 0.10637142857142856, 0.14485714285714285]"
"4622";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1511891891891892, 0.11237837837837836, 0.14097297297297298]"
"4623";"1178772991741702145_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.13141176470588234, 0.0738235294117647, 0.10164705882352941]"
"4624";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.05590909090909091, 0.0265, 0.043500000000000004]"
"4625";"1223393320661147648_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16112500000000002, 0.12428125, 0.1746875]"
"4626";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.10055555555555555, 0.11155555555555556, 0.09400000000000001]"
"4627";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.09233333333333334, 0.12393333333333333, 0.09393333333333334]"
"4628";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1359111111111111, 0.07659999999999999, 0.11975555555555556]"
"4629";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.21192, 0.22535999999999998, 0.1924]"
"4630";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16955172413793101, 0.14427586206896553, 0.1736206896551724]"
"4631";"1239795425579851777_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11271428571428573, 0.10978571428571428, 0.12396428571428571]"
"4632";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.06142857142857143, 0.056666666666666664, 0.0530952380952381]"
"4633";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.12722857142857144, 0.12965714285714286, 0.12477142857142857]"
"4634";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.15873333333333334, 0.15059999999999998, 0.12386666666666667]"
"4635";"1262795893322981378_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0885, 0.15222222222222223, 0.16327777777777777]"
"4636";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.12505882352941175, 0.15929411764705884, 0.13929411764705882]"
"4637";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.20943181818181814, 0.16718181818181818, 0.17250000000000001]"
"4638";"1221870625284734976_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.10726315789473684, 0.0703157894736842, 0.09489473684210525]"
"4639";"1240666861932609536_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.16823809523809524, 0.13542857142857143, 0.14747619047619048]"
"4640";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.12235, 0.10049999999999999, 0.11720000000000001]"
"4641";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1604102564102564, 0.12066666666666667, 0.13676923076923075]"
"4642";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1317777777777778, 0.13951851851851854, 0.17085185185185187]"
"4643";"1086066918094721025_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.18973529411764709, 0.11958823529411766, 0.1672352941176471]"
"4644";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.13378125, 0.11524999999999999, 0.1261875]"
"4645";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.10278378378378379, 0.187, 0.12289189189189188]"
"4646";"1202081785821237248_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1518648648648649, 0.11143243243243242, 0.13578378378378378]"
"4647";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.09227777777777778, 0.04744444444444444, 0.06555555555555556]"
