"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"4296";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16158536585365854, 0.13531707317073172, 0.1348292682926829]"
"4297";"1184304865956323328_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0, 0, 0]"
"4298";"1221186455000829953_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08111764705882353, 0.061294117647058825, 0.07570588235294118]"
"4299";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08991428571428571, 0.050371428571428574, 0.074]"
"4300";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.08691428571428574, 0.060914285714285706, 0.08594285714285714]"
"4301";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.20350000000000001, 0.155, 0.19266666666666665]"
"4302";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0, 0, 0]"
"4303";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.21020833333333333, 0.1605416666666667, 0.15720833333333337]"
"4304";"1197360565192183811_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.148125, 0.12737500000000002, 0.1459375]"
"4305";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.03536363636363637, 0.02206060606060606, 0.029757575757575757]"
"4306";"1243692946521718790_train";"FAVOR";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.23418181818181819, 0.10954545454545456, 0.21254545454545457]"
"4307";"N/A_train";"FAVOR";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.011666666666666667, 0.02125, 0.020416666666666666]"
"4308";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"exp";"[0.14042857142857143, 0.07325714285714285, 0.11091428571428573]"
"4309";"1133906460214272002_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.06873684210526317, 0.09789473684210526, 0.08110526315789474]"
"4310";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.10800000000000001, 0.1048, 0.12532]"
"4311";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09373333333333331, 0.1782, 0.16813333333333336]"
"4312";"1076224649556606977_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sug";"[0.31176923076923074, 0.18353846153846154, 0.23338461538461536]"
"4313";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.16078571428571428, 0.16535714285714284, 0.15366666666666667]"
"4314";"1123364523736485889_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15382352941176472, 0.12644117647058825, 0.14523529411764705]"
"4315";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.05563636363636363, 0.07575757575757576, 0.08824242424242423]"
"4316";"1011802915424690176_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.11657142857142858, 0.08357142857142856, 0.106]"
"4317";"1158731113793277952_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.07700000000000001, 0.05029411764705882, 0.04629411764705882]"
"4318";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1551666666666667, 0.14069047619047617, 0.1590952380952381]"
"4319";"1240325631621111808_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.14073333333333332, 0.07200000000000001, 0.12586666666666665]"
"4320";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09988235294117648, 0.06044117647058824, 0.07588235294117647]"
"4321";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.057359999999999994, 0.03116, 0.03984]"
"4322";"1212150467649822722_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14105263157894735, 0.08789473684210526, 0.11984210526315787]"
"4323";"1144439865137930241_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.22299999999999998, 0.3193333333333333, 0.26475]"
"4324";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16925714285714286, 0.11785714285714285, 0.15454285714285715]"
"4325";"1266558921742921728_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1938181818181818, 0.14712121212121215, 0.15354545454545454]"
"4326";"N/A_train";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1060909090909091, 0.11636363636363636, 0.12399999999999999]"
"4327";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.1495, 0.1105, 0.1395833333333333]"
"4328";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12457142857142856, 0.11957142857142858, 0.12130952380952383]"
"4329";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.22762222222222223, 0.14762222222222224, 0.19255555555555556]"
"4330";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0, 0, 0]"
"4331";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.2557073170731708, 0.1736829268292683, 0.209390243902439]"
"4332";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.20705, 0.18377499999999997, 0.18370000000000003]"
"4333";"1198837747802394624_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12885185185185186, 0.10707407407407409, 0.1]"
"4334";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.24587499999999998, 0.1553125, 0.19956250000000003]"
"4335";"1252171795442143232_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1447, 0.1633, 0.14073333333333332]"
"4336";"989873022881353729_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.10033333333333333, 0.05404166666666666, 0.057291666666666664]"
"4337";"1237566303071637504_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1302941176470588, 0.12588235294117645, 0.10776470588235294]"
"4338";"1134425587206873088_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.15828571428571428, 0.1210952380952381, 0.1533809523809524]"
"4339";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10897142857142857, 0.08882857142857142, 0.10114285714285713]"
"4340";"1239368431037607936_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.10176923076923076, 0.049692307692307695, 0.09676923076923077]"
"4341";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.016341463414634147, 0.005853658536585366, 0.013512195121951221]"
"4342";"1111309398541041664_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.14393333333333333, 0.11120000000000001, 0.16226666666666667]"
"4343";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.07254761904761906, 0.042904761904761904, 0.05930952380952381]"
"4344";"1243282688229990400_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09976923076923076, 0.11269230769230767, 0.11296153846153846]"
"4345";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13558823529411762, 0.07370588235294118, 0.11352941176470589]"
"4346";"1244223556759715841_train";"AGAINST";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.18677142857142853, 0.206, 0.18051428571428574]"
"4347";"1062314720907149314_train";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"toxic";"exp";"[0.21696774193548385, 0.17067741935483868, 0.20519354838709677]"
"4348";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.07846153846153846, 0.08907692307692307, 0.06876923076923078]"
"4349";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.22620000000000004, 0.15114999999999998, 0.1859]"
"4350";"1123267976403267585_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.182, 0.13396428571428573, 0.17110714285714285]"
"4351";"1141458958890229761_train";"AGAINST";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11780952380952382, 0.09047619047619047, 0.11795238095238095]"
"4352";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.10892307692307693, 0.10538461538461537, 0.11458974358974358]"
"4353";"1122818025218949120_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.11334999999999999, 0.06695, 0.0889]"
"4354";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0, 0, 0]"
"4355";"958561828753244161_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.05160869565217391, 0.02726086956521739, 0.03721739130434783]"
"4356";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.06102941176470589, 0.0976470588235294, 0.07950000000000002]"
"4357";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.17235135135135132, 0.19456756756756755, 0.18540540540540543]"
"4358";"1074725117589159937_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.0998, 0.0486, 0.0718]"
"4359";"1108896040852357120_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11264285714285714, 0.09107142857142857, 0.07935714285714286]"
"4360";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13134285714285712, 0.12188571428571429, 0.1424]"
"4361";"1240751078976753668_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.1758333333333333, 0.14833333333333332, 0.16483333333333336]"
"4362";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12762500000000002, 0.11735000000000002, 0.14629999999999999]"
"4363";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0, 0, 0]"
"4364";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17091891891891892, 0.10713513513513516, 0.16205405405405407]"
"4365";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10146666666666666, 0.07533333333333334, 0.09933333333333333]"
"4366";"1082281104177065985_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.05452941176470588, 0.018647058823529412, 0.043470588235294115]"
"4367";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.33380952380952383, 0.2021904761904762, 0.24628571428571427]"
"4368";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.06238888888888889, 0.03255555555555556, 0.042555555555555555]"
"4369";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0, 0, 0]"
"4370";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.10408333333333335, 0.06916666666666667, 0.09549999999999999]"
"4371";"1106028920791392256_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.1776086956521739, 0.1497826086956522, 0.15969565217391304]"
"4372";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1477, 0.0945, 0.12969999999999998]"
"4373";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.17487499999999997, 0.117825, 0.15057500000000001]"
"4374";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.12605555555555556, 0.1121111111111111, 0.13483333333333333]"
"4375";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.18162162162162163, 0.14059459459459459, 0.15432432432432433]"
"4376";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.0943913043478261, 0.06356521739130434, 0.07439130434782608]"
"4377";"977651183698419712_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11178260869565218, 0.07808695652173914, 0.09552173913043478]"
"4378";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11876744186046514, 0.07609302325581395, 0.10897674418604651]"
"4379";"1121467509234917377_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.07013793103448275, 0.04348275862068966, 0.058]"
"4380";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14672972972972972, 0.14429729729729732, 0.14627027027027026]"
"4381";"1270420416654217216_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.23154545454545453, 0.157, 0.18636363636363634]"
"4382";"1164364455355924480_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09657142857142857, 0.07433333333333333, 0.08833333333333333]"
"4383";"1129827601500004353_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12877777777777777, 0.08505555555555556, 0.1055]"
"4384";"1262550335853416451_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.09026315789473684, 0.08294736842105263, 0.08005263157894736]"
"4385";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"sta";"[0.14688, 0.08744, 0.13512000000000002]"
"4386";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.0766969696969697, 0.03493939393939394, 0.05342424242424243]"
"4387";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.07527777777777778, 0.06472222222222222, 0.056722222222222216]"
"4388";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]";"toxic";"sta";"[0.248037037037037, 0.1587037037037037, 0.19137037037037036]"
"4389";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.18802380952380954, 0.13433333333333333, 0.1909761904761905]"
"4390";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1187878787878788, 0.07339393939393939, 0.1003030303030303]"
"4391";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16023809523809524, 0.12188095238095238, 0.14885714285714288]"
"4392";"1269495356322009089_train";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.045647058823529416, 0.04035294117647059, 0.054]"
"4393";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.08325, 0.086375, 0.0763125]"
"4394";"1251322239078862849_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.2293076923076923, 0.13523076923076924, 0.1976153846153846]"
"4395";"1240350147806191616_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10455555555555555, 0.0684074074074074, 0.10314814814814814]"
"4396";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11244186046511628, 0.07490697674418603, 0.10730232558139535]"
"4397";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0, 0, 0]"
"4398";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1465789473684211, 0.11357894736842107, 0.12660526315789475]"
"4399";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.16973333333333335, 0.20426666666666668, 0.17173333333333335]"
"4400";"1132485650932948994_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.07077777777777777, 0.08399999999999999, 0.08326666666666668]"
"4401";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.12202702702702704, 0.07443243243243243, 0.11391891891891892]"
"4402";"977538485971283968_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.13776190476190475, 0.10952380952380954, 0.14899999999999997]"
"4403";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.104275, 0.07247499999999998, 0.08727500000000002]"
"4404";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17595454545454545, 0.13977272727272727, 0.1720909090909091]"
"4405";"1035272670479310848_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1616, 0.0881, 0.12403333333333334]"
"4406";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.06821212121212122, 0.03596969696969697, 0.04133333333333333]"
"4407";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.07353333333333335, 0.06753333333333335, 0.06939999999999999]"
"4408";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.08143750000000001, 0.1085625, 0.10193750000000001]"
"4409";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12095454545454545, 0.1639090909090909, 0.10231818181818184]"
"4410";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.041176470588235294, 0.03229411764705882, 0.029294117647058825]"
"4411";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.00832258064516129, 0.048451612903225805, 0.023806451612903224]"
"4412";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.16518421052631582, 0.1139736842105263, 0.15476315789473682]"
"4413";"1012405586208722944_train";"FAVOR";"Joe Biden";"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.22555555555555554, 0.2053888888888889, 0.2016666666666667]"
"4414";"1274024914614280194_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"non_toxic";"sug";"[0.16728571428571432, 0.11823809523809524, 0.135]"
"4415";"1222663828128878599_train";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.1771891891891892, 0.0982972972972973, 0.15675675675675677]"
"4416";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.10487500000000001, 0.0683, 0.09287500000000001]"
"4417";"1239698680707452928_train";"AGAINST";"Joe Biden";"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0.22026923076923077, 0.17615384615384613, 0.20196153846153847]"
"4418";"1235224968969015296_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.091, 0.06807142857142857, 0.08614285714285715]"
"4419";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.062, 0.07787499999999999, 0.08191666666666667]"
"4420";"1056052933954035712_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.13764285714285715, 0.07996428571428571, 0.1135]"
"4421";"1177379041135026177_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.141375, 0.0859375, 0.11025]"
"4422";"1178813541727506434_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.07888888888888888, 0.04133333333333333, 0.05961111111111111]"
"4423";"964491203751264258_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.211625, 0.14246875, 0.19590625]"
"4424";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10061111111111112, 0.17466666666666666, 0.13644444444444445]"
"4425";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0, 0, 0]"
"4426";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09117948717948718, 0.07069230769230768, 0.07789743589743589]"
"4427";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.15376190476190477, 0.14150000000000001, 0.16657142857142854]"
"4428";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.15262068965517242, 0.11089655172413794, 0.1143103448275862]"
"4429";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.26559259259259255, 0.22507407407407407, 0.244]"
"4430";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.08906666666666666, 0.04473333333333333, 0.07906666666666666]"
"4431";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.14254054054054052, 0.09481081081081082, 0.13864864864864865]"
"4432";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.0354, 0.029333333333333333, 0.030600000000000002]"
"4433";"N/A_train";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13215909090909092, 0.12036363636363637, 0.1303181818181818]"
"4434";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.11695, 0.11885000000000001, 0.12612500000000001]"
