;tweetid;stance;emotion;moral;toxic;act;vad
3620;1423189068393984000;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.6687272727272727, 0.43418181818181817, 0.6186363636363635]
3621;1428054243445981188;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.47345454545454546, 0.3503636363636364, 0.42127272727272724]
3622;1421078228060475392;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;exp;[0.357, 0.2537777777777778, 0.2932222222222223]
3623;1429175562191450133;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0, 0, 1];non_toxic;sug;[0.5129090909090909, 0.5246363636363637, 0.6166363636363636]
3624;1434564321678405634;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4993, 0.21670000000000003, 0.29700000000000004]
3625;1446117487372759058;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;sta;[0.42544444444444446, 0.258, 0.3218888888888889]
3626;1429456214463815692;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.7124285714285714, 0.43635714285714283, 0.5942142857142857]
3627;1446486451886166017;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.6018461538461538, 0.35976923076923073, 0.5240769230769231]
3628;1423300030702788616;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.44369999999999993, 0.29769999999999996, 0.4473]
3629;1423683514944217097;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.4413636363636364, 0.31345454545454543, 0.3937272727272727]
3630;1552705281250975746;deny;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.367, 0.26449999999999996, 0.34625]
3631;1445820757355991046;believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3568181818181818, 0.28754545454545455, 0.33654545454545454]
3632;1442617181141934080;believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.509090909090909, 0.361, 0.491090909090909]
3633;1558401343508946944;deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5552, 0.31910000000000005, 0.38900000000000007]
3634;1442943831654088704;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.49808333333333327, 0.2733333333333334, 0.36916666666666664]
3635;1425594874376581122;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5888333333333333, 0.32033333333333336, 0.4661666666666667]
3636;1421145179327586312;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;exp;[0.36389999999999995, 0.34680000000000005, 0.3668]
3637;1571940098249465856;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.6619166666666666, 0.5650833333333334, 0.6535833333333333]
3638;1421510271735042051;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.3181818181818182, 0.20936363636363636, 0.3438181818181818]
3639;1425885216858644489;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5093076923076924, 0.44446153846153835, 0.5073076923076923]
3640;1442580661123092486;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.38791666666666663, 0.34208333333333335, 0.39891666666666664]
3641;1422576766925819907;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.35645454545454547, 0.2847272727272727, 0.33245454545454545]
3642;1436420932822659072;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.8059999999999999, 0.6883846153846154, 0.8165384615384614]
3643;1568841701569036290;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.36900000000000005, 0.2948571428571429, 0.30271428571428566]
3644;1444027331832651781;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.464909090909091, 0.3079090909090909, 0.3416363636363636]
3645;1446616822413996032;believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.6375833333333333, 0.36441666666666667, 0.4955]
3646;1426785556306989056;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5891666666666666, 0.3810833333333334, 0.568]
3647;1431817165661880324;believe;[0, 0, 0, 1, 0, 0, 0, 1, 1, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5316666666666666, 0.36600000000000005, 0.4469999999999999]
3648;1443473085160640512;believe;[1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.42809090909090913, 0.44990909090909087, 0.511909090909091]
3649;1475538223065546752;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;que;[0.2205, 0.30883333333333335, 0.26599999999999996]
3650;1567930989443260417;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.19525, 0.23399999999999999, 0.1965]
3651;1440682546187096064;believe;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4178888888888889, 0.3231111111111111, 0.3625555555555555]
3652;1421796942519099393;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.47309090909090906, 0.2861818181818182, 0.38227272727272726]
3653;1424701451226451969;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.6222307692307691, 0.42223076923076924, 0.5390769230769231]
3654;1425128334489493507;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.3235, 0.14150000000000001, 0.16875]
3655;1445674534124720128;believe;[0, 1, 0, 1, 0, 1, 0, 0, 1, 0];[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5371111111111111, 0.4557777777777777, 0.4685555555555555]
3656;1425830183773229067;ambiguous;[0, 1, 0, 1, 0, 0, 1, 0, 0, 0];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.20411111111111108, 0.20022222222222222, 0.1948888888888889]
3657;1425244541469163525;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.22808333333333333, 0.12566666666666668, 0.18991666666666665]
3658;1455503760537624586;deny;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];non_toxic;sta;[0.5035999999999999, 0.30100000000000005, 0.38449999999999995]
3659;1421066077383976070;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.27675, 0.12891666666666668, 0.23825]
3660;1433804624289574916;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.523125, 0.29425, 0.38162500000000005]
3661;1426012341947281414;ambiguous;[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.33841666666666664, 0.2548333333333333, 0.3165833333333333]
3662;1434092233129562120;ambiguous;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.615375, 0.326625, 0.554125]
3663;1572657813608075264;deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 1, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5654615384615386, 0.3870769230769231, 0.5603076923076923]
3664;1441545304377946123;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5425833333333333, 0.45566666666666666, 0.42625]
3665;1438919459088084995;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4613333333333334, 0.30125, 0.4469166666666667]
3666;1440270884594282500;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.6414166666666666, 0.4675833333333333, 0.5828333333333333]
3667;1431797262997405700;ambiguous;[1, 1, 0, 1, 1, 0, 0, 0, 1, 0];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3498333333333334, 0.206, 0.27975]
3668;1437755731969720325;believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.431076923076923, 0.36123076923076913, 0.4339230769230769]
3669;1429002323502710785;believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3409166666666666, 0.4414166666666666, 0.3799166666666667]
3670;1432960670094569472;believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4635384615384615, 0.3597692307692308, 0.42507692307692313]
3671;1432351161282138115;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.48649999999999993, 0.35608333333333336, 0.4684166666666667]
3672;1444673702923317262;believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 1, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.395923076923077, 0.2133846153846154, 0.31238461538461537]
3673;1424868556127145985;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.39377777777777784, 0.5511111111111111, 0.5438888888888889]
3674;1424619023946424321;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.7082999999999999, 0.5421, 0.7155]
3675;1444725072699314177;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.2844375, 0.202875, 0.25956250000000003]
3676;1441686701676564481;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.6804285714285715, 0.46085714285714285, 0.6688571428571428]
3677;1446506769296019456;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.6863076923076924, 0.3772307692307692, 0.5776923076923077]
3678;1443865090198065169;believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.9394999999999999, 0.7361249999999999, 0.8623749999999999]
3679;1431644799090794498;ambiguous;[1, 0, 0, 1, 0, 0, 1, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3285, 0.6755, 0.544]
3680;1438361578554941443;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.6828, 0.4218, 0.5590999999999999]
3681;1445812061884370945;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.526, 0.35358333333333336, 0.5233333333333333]
3682;1426185939278172165;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.1947142857142857, 0.2677857142857143, 0.24414285714285713]
3683;1429731057826291720;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.6339, 0.3405999999999999, 0.437]
3684;1428404855077548044;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.44145454545454543, 0.3017272727272728, 0.4110909090909091]
3685;1425859356508123146;believe;[0, 0, 0, 0, 1, 1, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.48955555555555563, 0.28955555555555557, 0.3262222222222222]
3686;1443189815516741632;believe;[1, 1, 0, 0, 1, 0, 1, 0, 0, 0];[0, 0, 1, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.2545454545454545, 0.21790909090909094, 0.23490909090909096]
3687;1435153963754692608;believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.47969230769230775, 0.405, 0.46061538461538465]
3688;1441249670903177220;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.30464705882352944, 0.27294117647058824, 0.3108235294117647]
3689;1430181021929156624;believe;[0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.6896666666666668, 0.32508333333333334, 0.5463333333333333]
3690;1472707154868121605;deny;[1, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.2162, 0.33949999999999997, 0.2542]
3691;1421100733303189507;ambiguous;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.24400000000000002, 0.30785714285714283, 0.29742857142857143]
3692;1424800817199161347;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.2865555555555555, 0.25788888888888883, 0.2494444444444444]
3693;1425632735788367879;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.45362499999999994, 0.38912500000000005, 0.396]
3694;1427239624494157825;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[1, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;oth;[0.37600000000000006, 0.292, 0.3376666666666666]
3695;1432921630955638792;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.30716666666666664, 0.2885833333333333, 0.3095833333333333]
3696;1434245833411624962;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.3439090909090909, 0.2641818181818182, 0.32472727272727275]
3697;1428247295687110661;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.19990000000000002, 0.22010000000000002, 0.2262]
3698;1421419220974321668;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5501666666666666, 0.5138333333333335, 0.5318333333333335]
3699;1423424352846893059;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 1, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.6004444444444444, 0.4247777777777777, 0.4905555555555556]
3700;1558645946753642497;deny;[0, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.30327272727272725, 0.37463636363636366, 0.3339090909090909]
3701;1422500310329831424;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5867272727272727, 0.43963636363636366, 0.5150909090909092]
3702;1576135966506483712;deny;[0, 0, 0, 1, 0, 1, 0, 1, 0, 1];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.2702222222222222, 0.245, 0.29400000000000004]
3703;1439508495720538114;believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.46375, 0.4, 0.48975]
3704;1439902728633962496;believe;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.4575, 0.5143, 0.46880000000000005]
3705;1428466660227301376;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.49488888888888893, 0.3221111111111111, 0.4934444444444444]
3706;1434139338921558019;believe;[1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4165, 0.33830000000000005, 0.37570000000000003]
3707;1430415401893117954;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5732727272727273, 0.4257272727272726, 0.4744545454545454]
3708;1421264590600474628;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.6494285714285715, 0.4525714285714287, 0.5444285714285714]
3709;1436962880977518595;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5756249999999999, 0.41518750000000004, 0.500375]
3710;1427738893227499523;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.54175, 0.3705, 0.5017499999999999]
3711;1430205510238687234;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.45011111111111113, 0.24833333333333332, 0.38]
3712;1433801968154136577;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3306, 0.1981, 0.26670000000000005]
3713;1435797499319439363;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.4477142857142856, 0.3298571428571428, 0.40399999999999997]
3714;1436748240095952904;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5437857142857142, 0.21064285714285713, 0.37528571428571433]
3715;1430430464200826882;ambiguous;[1, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.5365384615384616, 0.38607692307692315, 0.46684615384615386]
3716;1428409466857295872;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.5188, 0.3119, 0.4763]
3717;1425954733056004096;ambiguous;[0, 1, 0, 1, 1, 0, 1, 1, 1, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;que;[0.38472727272727275, 0.2982727272727273, 0.3622727272727273]
3718;1424061652010299398;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.46033333333333326, 0.3894166666666666, 0.4166666666666667]
3719;1422564142146326531;believe;[0, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.5048181818181818, 0.4113636363636363, 0.4974545454545454]
3720;1422500049188163608;believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5050999999999999, 0.3333, 0.43390000000000006]
3721;1445844362349350913;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.4892, 0.37539999999999996, 0.4426]
3722;1440099924331229194;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5463846153846154, 0.3664615384615384, 0.46730769230769226]
3723;1434086331810975744;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.6527857142857142, 0.4327142857142858, 0.6272857142857143]
3724;1434522769849454594;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sug;[0.5499999999999999, 0.38220000000000004, 0.5474]
3725;1440927931983929347;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.43599999999999994, 0.35706249999999995, 0.390625]
3726;1428903166209363974;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.4477142857142857, 0.3682142857142857, 0.47242857142857136]
3727;1422087149000839168;ambiguous;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];[1, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.41600000000000004, 0.35366666666666663, 0.33933333333333326]
3728;1425430364177174533;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5416363636363636, 0.4342727272727272, 0.5493636363636363]
3729;1432089646465523717;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3441333333333334, 0.2869333333333334, 0.3176]
3730;1424716164186394625;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.48136363636363644, 0.23327272727272727, 0.3692727272727273]
3731;1442554314371715077;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.33008333333333334, 0.30208333333333337, 0.35725]
3732;1426006763313274885;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.40433333333333327, 0.26525000000000004, 0.3471666666666667]
3733;1562113146445234177;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 1, 0, 1, 0, 0, 0];toxic;oth;[0.32708333333333334, 0.31825, 0.3516666666666666]
3734;1424347236075548676;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.482090909090909, 0.43354545454545457, 0.47681818181818175]
3735;1425884619010883586;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5609999999999999, 0.36562500000000003, 0.4415]
3736;1429140159283531782;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.6848181818181819, 0.3593636363636364, 0.5478181818181818]
3737;1425035764505759774;ambiguous;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.3729, 0.3331, 0.4064]
3738;1434871507885297665;believe;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5978888888888889, 0.2806666666666666, 0.5313333333333332]
3739;1431313175648079876;believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.29625, 0.29425, 0.25525]
3740;1424083052930732035;ambiguous;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1, 1, 0, 0, 0];non_toxic;oth;[0.6358181818181818, 0.4403636363636363, 0.5238181818181817]
3741;1425728761706778625;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5174, 0.3516666666666666, 0.4151333333333333]
3742;1424138922146336774;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.27271428571428574, 0.11971428571428573, 0.15057142857142855]
3743;1422500386557005850;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.42342857142857143, 0.17385714285714288, 0.3672857142857143]
